created_date,created_time,text,replies,retweets,favorites
08/10/17,1:20:00 AM,RT @markets: U.S. job openings surge to record https://t.co/3CPH78Sfvw via @ShoChandra https://t.co/JFhQ7HFN69,3939,6303,21935
08/10/17,1:18:00 AM,RT @AmbJohnBolton: Our country &amp; civilians are vulnerable today because @BarackObama did not believe in national missile defense. Let _s nev  _,9881,24126,59164
08/10/17,1:18:00 AM,"RT @TheFive: ""@POTUS being unpredictable is a big asset, North Korea knew exactly what President Obama was going to do.""- @jessebwatters",8702,12075,43721
8/9/2017  9,:36:00 PM,#GodBlessTheUSA_   _    https://t.co/Fkq2gJQOKk,17823,23157,84859
8/9/2017  6,:14:00 PM,"Senator Mitch McConnell said I had ""excessive expectations,"" but I don't think so. After 7 years of hearing Repeal &amp; Replace, why not done?",34047,31521,121686
8/9/2017  1,2:03:00 PM,"...Hopefully we will never have to use this power, but there will never be a time that we are not the most powerful nation in the world!",35004,30122,130489
8/9/2017  1,1:56:00 AM,My first order as President was to renovate and modernize our nuclear arsenal. It is now far stronger and more powerful than ever before....,40403,25562,106779
8/9/2017  1,1:26:00 AM,"RT @foxandfriends: President Trump vows America will respond to North Korean threats with ""fire &amp; fury"" in a warning to the rogue nation ht  _",8082,10465,37354
8/9/2017  1,1:23:00 AM,RT @foxandfriends: Trump vows U.S. 'power' will meet North Korean threat https://t.co/od7Ohr51XD,1939,5292,21175
8/9/2017  1,1:22:00 AM,"RT @foxandfriends: U.S. Air Force jets take off from Guam for training, ensuring they can 'fight tonight' https://t.co/E4EGIyNSHP",1469,6750,21983
8/9/2017  1,1:22:00 AM,RT @foxandfriends: Millions of gallons of Mexican waste threaten Border Patrol agents https://t.co/yGAq4IgHOs,2276,6692,15348
8/9/2017  1,12:56:00 AM,"RT @TheFive: ""Media bias is not just about what they report, it's also about what they don't report.""-@jessebwatters #thefive",2872,9799,31892
8/9/2017  1,:16:00 AM,Senator Luther Strange has done a great job representing the people of the Great State of Alabama. He has my complete and total endorsement!,15479,13011,66823
8/8/2017  6,:11:00 PM,RT @FoxNews: Jobs added during @POTUS' time in office. https://t.co/zD0FkFvHVx,9337,13507,42105
8/8/2017  6,:10:00 PM,"After 200 days, rarely has any Administration achieved what we have achieved..not even close! Don't believe the Fake News Suppression Polls!",54713,25618,110690
8/8/2017  6,:00:00 PM,E-mails show that the AmazonWashingtonPost and the FailingNewYorkTimes were reluctant to cover the Clinton/Lynch secret meeting in plane.,23762,23980,85354
8/8/2017  1,1:17:00 AM,"After many years of failure,countries are coming together to  finally address the dangers posed by North Korea. We must be tough &amp; decisive!",21510,24255,109704
8/8/2017  1,1:11:00 AM,"I will be holding a major briefing on the Opioid crisis, a major problem for our country, today at 3:00 P.M. in Bedminster, N.J.",16341,14684,72222
8/8/2017  1,12:59:00 AM,RT @foxandfriends: Anthem announces it will withdraw from ObamaCare Exchange in Nevada https://t.co/d0CxeHQKwz,3646,8840,21004
8/8/2017  1,12:59:00 AM,"RT @foxandfriends: OPIOID CRISIS: Worse than we thought, with a new study showing overdose deaths were under reported https://t.co/27kLJKRX  _",3111,6870,19716
8/8/2017  1,12:41:00 AM,RT @foxandfriends: U.S. spy satellites detect North Korea moving anti-ship cruise missiles to patrol boat https://t.co/BPFXsLffgy,5791,7145,17175
8/7/2017  8,:48:00 PM,"I think Senator Blumenthal should take a nice long vacation in Vietnam, where he lied about his service, so he can at least say he was there",50830,29718,114825
8/7/2017  8,:39:00 PM,"How much longer will the failing nytimes, with its big losses and massive unfunded liability (and non-existent sources), remain in business?",29873,17510,81719
8/7/2017  8,:15:00 PM,The Fake News Media will not talk about the importance of the United Nations Security Council's 15-0 vote in favor of sanctions on N. Korea!,19722,20215,84832
8/7/2017  6,:03:00 PM,On #PurpleHeartDay_   I thank all the brave men and women who have sacrificed in battle for this GREAT NATION! #USA_   _    https://t.co/QmfdLSLp6p,12648,15726,76070
8/7/2017  1,2:01:00 PM,"...conquests, how brave he was, and it was all a lie. He cried like a baby and begged for forgiveness like a child. Now he judges collusion?",32291,17268,74101
8/7/2017  1,1:52:00 AM,Never in U.S.history has anyone lied or defrauded voters like Senator Richard Blumenthal. He told stories about his Vietnam battles and....,27391,19569,78054
8/7/2017  1,1:47:00 AM,Interesting to watch Senator Richard Blumenthal of Connecticut talking about hoax Russian collusion when he was a  phony Vietnam con artist!,22640,20794,79905
8/7/2017  1,1:32:00 AM,Working hard from New Jersey while White House goes through long planned renovation. Going to New York next week for more meetings.,17098,13104,66269
8/7/2017  1,1:18:00 AM,"Hard to believe that with 24/7 #Fake News on CNN, ABC, NBC, CBS, NYTIMES &amp; WAPO, the Trump base is getting stronger!",26041,17384,73871
8/7/2017  1,1:09:00 AM,"... Supreme Court pick, economic enthusiasm, deregulation &amp; so much more have driven the Trump base even closer together. Will never change!",9884,14397,69216
8/7/2017  1,1:04:00 AM,"...and West Virginia. The fact is the Fake News Russian collusion story, record Stock Market, border security, military strength, jobs.....",6117,11961,59508
8/7/2017  1,12:58:00 AM,"The Trump base is far bigger &amp;  stronger than ever before (despite some phony Fake News polling). Look at rallies in Penn, Iowa, Ohio.......",21020,19392,90145
8/7/2017  1,12:38:00 AM,"The failing @nytimes, which has made every wrong prediction about me including my big election win (apologized), is totally inept!",13941,13523,64823
8/7/2017  1,:22:00 AM,Just completed call with President Moon of South Korea. Very happy and impressed with 15-0 United Nations vote on North Korea sanctions.,11492,20318,99911
8/7/2017  1,:18:00 AM,"The Fake News refuses to report the success of the first 6 months: S.C., surging economy &amp; jobs,border &amp; military security,ISIS &amp; MS-13 etc.",22701,22960,94769
8/6/2017  1,12:43:00 PM,RT @IvankaTrump: The Administration is committed to supporting military spouses in the workforce. Thanks Kim for sharing your story! https:  _,6228,10784,51973
8/6/2017  1,:15:00 PM,MAKE AMERICA GREAT AGAIN! https://t.co/g4ELhh9joH,22663,34226,113272
8/5/2017  1,1:14:00 PM,United Nations Resolution is the single largest economic sanctions package ever on North Korea. Over one billion dollars in cost to N.K.,9992,18286,83471
8/5/2017  1,1:01:00 PM,Thank you Nicole! https://t.co/KlWN05uFOx,9922,10476,51819
8/5/2017  1,12:58:00 PM,"After many years of LEAKS going on in Washington, it is great to see the A.G. taking action! For National Security, the tougher the better!",18486,22272,103287
8/5/2017  1,12:44:00 PM,The United Nations Security Council just voted 15-0 to sanction North Korea. China and Russia voted with us. Very big financial impact!,8406,25615,109376
8/5/2017  1,12:36:00 PM,"Working in Bedminster, N.J., as long planned construction is being done at the White House. This is not a vacation - meetings and calls!",31702,19881,87475
8/5/2017  4,:00:00 PM,Prosperity is coming back to our shores because we are putting America WORKERS and FAMILIES first. #AmericaFirst_   _    https://t.co/4kTc6Om308,21871,23992,91742
8/5/2017  1,1:12:00 AM,RT @FoxNews: More than 1 million jobs added since @POTUS took office. https://t.co/ZVsC9oi9Ds https://t.co/NNL1FwNMLU,6585,11145,35821
8/4/2017  1,1:30:00 PM,"RT @IvankaTrump: Since @realDonaldTrump inauguration, over 1 million net new jobs have been created in the American economy! #MAGA",25291,19688,79063
8/4/2017  1,1:27:00 PM,"RT @dcexaminer: Emails show Washington Post, New York Times reporters unenthusiastic about covering Clinton-Lynch meeting https://t.co/PKSL  _",3870,10634,22551
8/4/2017  9,:38:00 PM,Great work being done by @FEMA @DHSgov w/state &amp; local leaders to prepare for hurricane season. Preparedness is an investment in our future! https://t.co/e4rbchY3zM,8093,10152,49653
8/4/2017  3,:48:00 PM,"No matter the mission, the brave men &amp; women of our @USCG proudly answer the call to serve 24/7/365. THANK YOU and HAPPY BIRTHDAY! #CG227_   _    https://t.co/GY555t0vzN",8826,14336,63779
8/4/2017  1,:21:00 PM,"RT @paultdove: @FoxBusiness Republican Senators who are opposing the President, look at the great economic news: Americans Are Noticing!",6170,9424,32140
8/4/2017  1,:20:00 PM,RT @Bet22325450ste: @FoxBusiness @foxandfriends Come on America. Get on the Trump Train. The winners already have boarded! The losers are w  _,7792,9609,33570
8/4/2017  1,:18:00 PM,RT @RealJamesWoods: I've never witnessed such hatred for a man who is willing to work for free to make his beloved country a better place.  _,28708,57314,141287
8/4/2017  1,:18:00 PM,RT @foxandfriends: .@JudgeJeanine: There will be an uproar in this country if they end up with an indictment against a Trump family member  _,12097,12253,35140
8/4/2017  1,:18:00 PM,"RT @FoxBusiness: #BreakingNews: U.S. employers added 209,000 jobs in July, unemployment rate down to 4.3% #JobsReport https://t.co/mWaTLMg1  _",4418,12553,37814
8/4/2017  1,2:45:00 PM,Excellent Jobs Numbers just released - and I have only just begun. Many job stifling regulations continue to fall. Movement back to USA!,21857,19269,89758
8/4/2017  1,12:35:00 AM,"West Virginia was incredible last night. Crowds and enthusiasm were beyond, GDP at 3%, wow!Dem Governor became a Republican last night.",15566,17291,84283
8/4/2017  1,12:29:00 AM,RT @Team_Trump45: @realDonaldTrump We won. Move on. https://t.co/YnUKMoyegB,5726,12489,43912
8/4/2017  1,12:26:00 AM,"Consumer confidence is at a 16 year high....and for good reason. Much more regulation ""busting"" to come. Working hard on tax cuts &amp; reform!",10652,14885,75226
8/4/2017  1,12:21:00 AM,....and don't forget that Foxconn will be spending up to 10 billion dollars on a top of the line plant/plants in Wisconsin.,5688,11197,60014
8/4/2017  1,12:02:00 AM,Toyota &amp; Mazda to build a new $1.6B plant here in the U.S.A. and create 4K new American jobs. A great investment in American manufacturing!,10638,26042,117185
8/4/2017  4,:19:00 AM,"Thank you West Virginia! All across the country, Americans of every kind are coming together w/one simple goal: to MAKE AMERICA GREAT AGAIN! https://t.co/thRh7htVbH",12854,15821,68212
8/3/2017  1,12:52:00 PM,Just arrived in West Virginia for a MAKE AMERICA GREAT AGAIN rally in Huntington at 7:00pmE. Massive crowd expected - tune in! #MAGA_   _   ,20204,10733,64167
8/3/2017  7,:07:00 PM,"Our GREAT VETERANS can now connect w/ their VA healthcare team from anywhere, using #VAVideoConnect - available at: https://t.co/WFFHLWn8nF. https://t.co/Dmq4htSps9",6177,11782,48637
8/3/2017  6,:03:00 PM,"Today, I  announced another historic breakthrough for the VA. We are working tirelessly to keep our promises to our GREAT VETERANS! #USA https://t.co/LexSINeM1J",8260,16255,69838
8/3/2017  1,2:18:00 PM,"Our relationship with Russia is at an all-time &amp; very dangerous  low. You can thank Congress, the same people that can't even give us HCare!",57547,28992,91809
8/3/2017  1,2:12:00 PM,I am continuing to get rid of costly and unnecessary regulations. Much work left to do but effect will be great! Business &amp; jobs will grow.,17037,19732,100557
8/3/2017  1,2:08:00 PM,Business is looking better than ever with business enthusiasm at record levels. Stock Market at an all-time high. That doesn't just happen!,18648,16464,82121
8/3/2017  1,2:05:00 PM,"RT @JacobAWohl: @realDonaldTrump The #MAGA great again movement is WINNING, and the left-wing media can't stand it!",4846,7247,27870
8/3/2017  1,2:00:00 PM,RT @foxandfriends: Insurers seeking huge premium hikes on ObamaCare plans https://t.co/YrUwvMKlyb,3163,6642,16517
8/3/2017  1,:29:00 AM,"I love the White House, one of the most beautiful buildings (homes) I have ever seen. But Fake News said I called it a dump - TOTALLY UNTRUE",44048,32677,136599
8/2/2017  6,:29:00 PM,I campaigned on creating a merit-based immigration system that protects U.S. workers &amp; taxpayers. Watch: https://t.co/lv3ScSKnF6 #RAISEAct https://t.co/zCFK5OfYnB,21854,20240,77995
8/2/2017  2,:09:00 PM,"It was my great honor to pay tribute to a VET who went above &amp; beyond the call of duty to PROTECT our COMRADES, our COUNTRY, &amp; OUR FREEDOM! https://t.co/YS6y1WR30G",11125,16820,81826
8/1/2017  1,:55:00 PM,Only the Fake News Media and Trump enemies want me to stop using Social Media (110 million people). Only way for me to get the truth out!,78828,33635,139081
8/1/2017  1,:03:00 PM,"""Corporations have NEVER made as much money as they are making now."" Thank you Stuart Varney @foxandfriends Jobs are starting to roar,watch!",23555,16890,79062
8/1/2017  1,2:49:00 PM,"Stock Market could hit all-time high (again) 22,000 today. Was 18,000 only 6 months ago on Election Day. Mainstream media seldom mentions!",25400,23268,106382
07/31/17,10:19:00 PM,A great day at the White House!,53542,25087,121047
07/31/17,12:29:00 PM,RT @foxandfriends: .@Suffolk_Sheriff praises President Trump for making gang eradication a priority https://t.co/uNY7jBhleE,5073,7769,31608
07/31/17,12:28:00 PM,"Highest Stock Market EVER, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, S.C.: No WH chaos!",54284,30464,125627
07/31/17,12:16:00 PM,"If ObamaCare is hurting people, &amp; it is, why shouldn't it hurt the insurance companies &amp; why should Congress not be paying what public pays?",28436,35164,130152
07/30/17,11:37:00 AM,"Don't give up Republican Senators, the World is watching: Repeal &amp; Replace...and go to 51 votes (nuke option), get Cross State Lines &amp; more.",43164,24878,105453
07/29/17,11:35:00 PM,"...they do NOTHING for us with North Korea, just talk. We will no longer allow this to continue. China could easily solve this problem!",29594,24042,98282
